RespNum,sys_InternalRespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,quota,consent_1,consent2_1,consent3_1,pastbuyer,futurebuyer,primarybuyer,CarMake,CarModel,VehicleOwnership,dailyvmt,annualvmt,carsizeselect,carimagesmall,carimagemid,carimagelarge,Topcarsmall_1,Topcarsmall_2,Topcarsmall_3,Topcarsmall_4,Topcarsmall_5,Topcarsmall_6,Topcarsmall_7,Topcarsmall_8,Topcarmid_1,Topcarmid_2,Topcarmid_3,Topcarmid_4,Topcarmid_5,Topcarmid_6,Topcarmid_7,Topcarmid_8,Topcarlarge_1,Topcarlarge_2,Topcarlarge_3,Topcarlarge_4,Topcarlarge_5,Topcarlarge_6,Topcarlarge_7,Topcarlarge_8,CBCFIX1,CBCRAN1,CBCRAN2,CBCRAN3,CBCRAN4,CBCRAN5,CBCRAN6,CBCRAN7,CBCRAN8,CBCRAN9,CBCRAN10,CBCRAN11,CBCRAN12,CBCRAN13,CBCRAN14,CBCRAN15,productuseratings_r1,productuseratings_r2,productuseratings_r3,productuseratings_r4,productuseratings_r5,productuseratings_r6,EnvLifeRatings_r1,EnvLifeRatings_r2,EnvLifeRatings_r3,EnvLifeRatings_r4,DrivingTypeExper_1,DrivingTypeExper_2,DrivingTypeExper_3,DrivingTypeExper_4,DrivingTypeExper_5,consideration_1,consideration_2,consideration_3,consideration_4,consideration_5,slowchargingaccess_1,slowchargingaccess_2,slowchargingaccess_3,slowchargingaccess_4,slowchargingaccess_5,fastchargingaccess,brandrank1,brankrank2,brandrank3,maintenance,income,sex,householdsize,YOB,zipcode,education,children,marriage,comments,sys_RespStatus,sys_DispositionCode,sys_CBCVersion_CBC,sys_UserAgent,sys_Browser,sys_OperatingSystem,sys_IPAddress,sys_UserJavaScript,SUVbuyer,shanghai,shenzhen,chengdu
165,1337128,2012-7-29 05:26,2012-7-29 05:40,812,3,1,1,1,3,2,1,15,s350,3,8,11,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,3,3,1,1,1,2,3,3,3,1,3,1,2,4,5,5,5,4,4,3,3,3,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,3,14,2,7,1,19,1,3,39,NA,3,2,2,NA,5,NA,201,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3),MSIE 8.0,Windows NT 6.1,127.0.0.1,1,1,0,0,0
166,1441779,2012-7-27 05:56,2012-7-27 06:02,411,3,1,1,1,1,2,1,NA,NA,1,10,16,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,2,1,2,1,1,3,1,2,2,3,1,2,4,3,5,5,4,5,4,5,4,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,1,2,13,2,7,1,4,44,NA,2,1,2,NA,5,NA,243,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3),MSIE 8.0,Windows NT 6.1,127.0.0.1,1,1,0,0,0
167,1517250,2012-7-23 03:25,2012-7-23 03:36,711,3,1,1,1,3,2,1,21,帕萨特,2,8,6,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,3,1,3,3,3,3,1,3,3,2,1,4,4,5,5,3,5,4,4,4,4,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,55,65,10,1,9,1,3,41,NA,1,2,2,NA,5,NA,180,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3),MSIE 8.0,Windows NT 6.1,127.0.0.1,1,1,0,0,0
168,1553028,2012-7-30 03:10,2012-7-30 03:21,661,3,1,1,1,3,2,1,10,CRV,2,7,8,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,1,3,2,2,2,2,1,3,1,3,2,2,2,3,2,4,5,2,4,3,5,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,20,19,9,5,16,1,3,9,NA,5,2,2,NA,5,NA,989,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3),MSIE 8.0,Windows NT 6.1,127.0.0.1,1,1,0,0,0
169,1571277,2012-7-27 05:25,2012-7-27 05:38,785,1,1,1,1,2,2,1,21,宝来,2,2,2,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,3,2,2,1,3,1,2,2,1,3,1,2,4,4,5,5,2,5,4,3,5,4,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,8,9,13,2,4,1,4,54,NA,8,7,6,NA,5,NA,538,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3),MSIE 8.0,Windows NT 6.1,127.0.0.1,1,1,0,0,0
170,1575752,2012-7-29 05:04,2012-7-29 05:21,1054,3,1,1,1,1,2,1,1,NA,1,10,16,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,3,1,1,2,3,2,2,1,2,3,3,2,3,3,5,5,4,4,3,3,4,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,5,1,9,13,7,3,19,1,3,39,NA,5,2,2,NA,5,NA,995,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3),MSIE 8.0,Windows NT 6.1,127.0.0.1,1,1,0,0,0
171,1578293,2012-7-23 07:09,2012-7-23 07:16,434,3,1,1,1,3,2,1,21,宝来,2,6,2,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,2,2,1,1,3,2,1,2,2,1,1,1,3,3,3,4,4,4,3,4,4,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,2,5,1,2,18,1,3,39,NA,5,2,2,NA,5,NA,308,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3),MSIE 8.0,Windows NT 6.1,127.0.0.1,1,1,0,0,0
172,542439,2012-7-29 05:04,2012-7-29 05:16,738,3,1,1,1,1,2,1,NA,NA,1,10,16,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,3,2,3,3,3,3,3,3,1,1,1,2,3,2,4,5,4,4,3,4,4,4,1,0,0,4,0,1,0,3,0,0,0,0,0,0,5,3,2,5,9,3,19,1,3,45,NA,4,1,2,NA,5,NA,262,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; MATP; 4399Box.1183; 4399Box.560; 4399Box.1183),MSIE 8.0,Windows NT 6.1,127.0.0.1,1,1,0,0,0
173,592911,2012-7-27 05:51,2012-7-27 06:02,656,3,1,1,1,1,2,1,NA,NA,1,10,16,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,2,2,2,2,1,1,2,2,1,1,2,1,4,3,5,5,4,5,3,3,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,9,14,18,2,19,1,3,42,NA,4,1,2,NA,5,NA,833,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; MATP; 4399Box.1183; 4399Box.560; 4399Box.1183),MSIE 8.0,Windows NT 6.1,127.0.0.1,1,1,0,0,0
174,629291,2012-7-29 06:12,2012-7-29 06:25,782,3,1,1,1,1,2,1,NA,NA,1,10,16,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,1,2,3,3,1,2,1,3,3,2,1,1,4,4,5,5,4,5,3,4,5,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,10,15,21,2,6,1,3,42,NA,4,2,2,无,5,NA,76,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; MATP; 4399Box.1183; 4399Box.560; 4399Box.1183),MSIE 8.0,Windows NT 6.1,127.0.0.1,1,1,0,0,0
175,643634,2012-7-29 07:35,2012-7-29 07:47,716,3,1,1,1,1,2,1,28,奔奔迷你,2,3,9,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,1,1,2,1,3,2,3,3,2,3,2,2,1,4,5,5,5,4,4,4,3,4,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1,2,19,13,3,13,1,3,36,NA,4,2,2,NA,5,NA,586,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; MATP; 4399Box.1183; 4399Box.560; 4399Box.1183),MSIE 8.0,Windows NT 6.1,127.0.0.1,1,1,0,0,0
176,962484,2012-7-30 05:15,2012-7-30 05:25,605,3,1,1,1,1,2,1,1,NA,1,10,16,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,3,2,3,2,3,1,3,2,2,3,1,3,3,2,4,5,3,4,3,4,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,3,12,14,1,19,1,3,44,NA,5,2,2,NA,5,NA,705,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; MATP; 4399Box.1183; 4399Box.560; 4399Box.1183),MSIE 8.0,Windows NT 6.1,127.0.0.1,1,1,0,0,0
177,1016548,2012-7-29 05:47,2012-7-29 06:00,744,3,1,1,1,3,2,1,14,2,2,3,10,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,3,1,1,2,1,2,3,3,3,1,2,2,4,2,4,5,3,4,2,4,4,5,1,0,0,4,0,1,0,3,0,0,0,0,0,0,5,NA,4,5,46,3,19,1,3,46,NA,5,2,2,NA,5,NA,91,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; MATP; 4399Box.1183; 4399Box.560; 4399Box.1183),MSIE 8.0,Windows NT 6.1,127.0.0.1,1,1,0,0,0
178,1421454,2012-7-29 08:23,2012-7-29 08:33,613,5,1,1,1,1,3,1,1,NA,1,10,16,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,3,3,2,2,3,1,1,2,2,3,3,1,5,4,5,5,4,5,3,4,5,4,1,0,0,0,0,0,0,3,0,0,0,0,3,0,0,1,14,13,21,4,10,1,2,43,NA,4,1,2,NA,5,NA,717,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; MATP; 4399Box.1183; 4399Box.560; 4399Box.1183),MSIE 8.0,Windows NT 6.1,127.0.0.1,1,1,0,0,0
179,1524474,2012-7-27 04:23,2012-7-27 04:34,693,3,1,1,1,1,2,1,NA,NA,1,10,16,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3,3,2,3,3,2,1,3,2,2,2,4,3,5,5,3,4,2,4,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,14,18,2,2,3,1,3,35,NA,4,1,2,NA,5,NA,837,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; MATP; 4399Box.1183; 4399Box.560; 4399Box.1183),MSIE 8.0,Windows NT 6.1,127.0.0.1,1,1,0,0,0
180,1554744,2012-7-29 03:18,2012-7-29 03:30,725,4,1,1,1,1,2,3,NA,NA,1,10,16,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,3,2,3,1,2,2,1,2,3,2,3,3,4,3,5,5,3,5,2,4,4,4,1,0,0,0,0,1,2,0,0,0,0,0,0,0,5,3,5,14,10,1,4,1,3,43,NA,4,2,2,NA,5,NA,966,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; MATP; 4399Box.1183; 4399Box.560; 4399Box.1183),MSIE 8.0,Windows NT 6.1,127.0.0.1,1,1,0,0,0
181,490839,2012-7-27 04:23,2012-7-27 04:32,510,3,1,1,1,1,2,1,1,NA,1,10,16,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,3,2,2,3,1,2,1,2,3,3,2,4,4,4,5,3,4,4,4,4,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1,1,2,14,2,19,1,3,20,NA,2,2,2,NA,5,NA,132,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
182,493446,2012-7-30 09:58,2012-7-30 10:09,639,6,1,1,1,1,3,3,1,NA,1,10,16,1,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,2,1,2,3,1,2,2,2,2,1,2,2,4,3,5,5,4,4,4,4,4,4,0,0,0,0,5,1,2,3,0,0,0,0,0,0,5,3,7,11,13,5,11,2,3,21,NA,4,2,2,无,5,NA,500,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
183,501286,2012-7-27 08:34,2012-7-27 08:44,569,4,1,1,1,1,2,3,1,NA,1,10,16,1,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,1,1,2,3,2,3,2,3,2,3,2,3,5,4,5,5,NA,4,4,4,4,4,0,0,0,0,5,1,0,0,0,0,0,0,0,4,0,1,14,13,19,2,2,2,3,21,NA,2,2,2,无,5,NA,604,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
184,502148,2012-7-28 09:46,2012-7-28 09:59,790,6,1,1,1,3,3,3,10,NA,2,10,16,1,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,1,2,1,2,3,1,1,3,1,1,2,2,4,4,5,4,4,3,4,4,3,4,0,0,0,0,5,1,0,0,0,0,0,0,0,4,0,1,9,19,11,3,10,2,3,19,NA,2,2,2,NA,5,NA,966,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
185,532395,2012-7-28 06:09,2012-7-28 06:21,754,5,1,1,1,3,3,1,57,550,2,7,8,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,3,1,1,1,3,1,2,3,2,1,3,1,3,1,5,5,2,2,2,3,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,2,20,1,2,16,1,NA,33,NA,5,2,2,NA,5,NA,83,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
186,541111,2012-7-27 06:08,2012-7-27 06:18,556,4,1,1,1,3,2,3,12,千里马,2,1,15,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,3,2,2,3,3,2,3,2,2,3,2,1,3,3,4,4,2,4,3,3,4,4,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,3,2,1,7,1,13,1,3,50,NA,3,1,1,无,5,NA,563,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
187,541652,2012-7-30 10:46,2012-7-30 10:56,555,6,1,1,1,1,3,3,1,NA,1,10,16,1,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,1,1,2,2,1,3,3,1,2,2,3,5,3,4,5,3,4,3,3,4,4,0,0,0,0,5,1,0,0,4,0,0,0,0,0,5,3,9,16,13,1,10,2,2,45,NA,4,1,1,无,5,NA,954,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
188,552520,2012-7-27 02:30,2012-7-27 02:38,482,3,1,1,1,1,2,1,1,NA,1,10,16,1,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,2,2,3,1,1,3,2,1,1,1,2,1,3,2,5,5,4,4,4,4,5,4,0,0,0,0,5,0,2,0,0,0,0,0,0,0,5,3,2,13,20,5,10,2,3,48,NA,5,1,1,无,5,NA,468,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
189,579885,2012-7-27 07:16,2012-7-27 07:24,480,6,1,1,1,1,3,3,1,NA,1,10,16,1,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,3,1,2,2,2,1,2,3,2,1,1,3,4,2,5,5,2,5,4,4,4,2,0,0,0,0,5,0,0,3,0,0,0,0,0,0,5,1,2,20,9,3,3,2,3,22,200063,2,2,2,无,5,NA,21,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
190,581137,2012-7-30 10:22,2012-7-30 10:32,561,5,1,1,1,1,3,1,1,NA,1,10,16,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,2,1,1,1,1,2,1,3,1,3,2,3,4,4,5,4,4,3,4,4,4,0,0,0,0,5,1,2,3,0,0,0,0,3,0,0,1,2,1,14,2,16,1,3,26,NA,4,2,2,无,5,NA,663,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
191,622954,2012-7-28 05:25,2012-7-28 05:40,880,3,1,1,1,1,2,1,1,NA,1,10,16,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,3,3,2,2,1,1,1,1,3,4,3,5,5,4,4,4,3,3,3,0,0,0,0,5,1,0,0,0,0,0,2,0,0,0,3,8,19,20,5,2,2,3,22,NA,2,2,2,NA,5,NA,795,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
192,648644,2012-7-30 03:42,2012-7-30 04:00,1055,5,1,1,1,1,3,1,1,NA,1,10,16,1,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,1,2,3,2,1,2,2,2,3,3,1,1,4,4,4,4,4,3,4,4,5,4,0,0,0,0,5,0,2,3,0,0,0,0,3,0,0,1,7,12,13,2,15,1,3,21,NA,2,2,2,无,5,NA,169,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
193,678976,2012-7-27 05:34,2012-7-27 05:41,409,3,1,1,1,1,2,1,1,NA,1,10,16,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,3,1,2,3,2,2,2,3,2,2,3,2,4,3,4,5,3,5,4,4,4,4,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,3,20,13,19,3,15,2,3,27,NA,4,2,2,无,5,NA,340,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
194,716134,2012-7-28 02:53,2012-7-28 03:00,387,5,1,1,1,3,3,1,8,NA,2,3,4,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,3,1,1,2,1,3,1,2,3,1,2,3,4,4,3,3,4,3,3,3,2,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,21,42,24,1,8,1,3,48,NA,5,1,1,NA,5,NA,890,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
195,766719,2012-7-27 09:03,2012-7-27 09:11,430,6,1,1,1,1,3,3,1,NA,1,10,16,1,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,1,2,1,3,2,1,3,2,2,4,5,5,5,4,4,4,4,4,4,0,0,0,0,5,1,0,0,0,0,0,0,3,0,0,3,3,14,13,2,3,2,3,49,NA,2,1,1,无,5,NA,545,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
196,767933,2012-7-28 05:03,2012-7-28 05:13,585,6,1,1,1,1,3,3,1,NA,1,10,16,1,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,3,1,3,2,1,2,2,3,2,2,1,1,4,4,5,5,4,4,4,4,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,3,13,14,3,6,1,3,48,NA,4,1,1,无,5,NA,160,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,1,0,0
