RespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_InternalRespNum,sys_CBCVersion_CBC,pastbuyer,futurebuyer,primarybuyer,quota,CarMake,CarModel,VehicleOwnership,dailyvmt,annualvmt,carsizeselect,carimagesmall,carimagemid,carimagelarge,CBCFIX1,productuseratings_r1,productuseratings_r2,productuseratings_r3,productuseratings_r4,productuseratings_r5,productuseratings_r6,EnvLifeRatings_r1,EnvLifeRatings_r2,EnvLifeRatings_r3,EnvLifeRatings_r4,DrivingTypeExper_1,DrivingTypeExper_2,DrivingTypeExper_3,DrivingTypeExper_4,DrivingTypeExper_5,consideration_1,consideration_2,consideration_3,consideration_4,consideration_5,parkingHomeGarage,parkingHomeStructure,parkingHomeDriveway,parkingHomeStreet,parkingHomeOther,slowchargingaccess_1,slowchargingaccess_2,slowchargingaccess_3,slowchargingaccess_4,slowchargingaccess_5,slowchargingaccess_6,slowchargingaccess_7,slowchargingaccess_8,slowchargingaccess_9,fastchargingaccess,brandrank1,brankrank2,brandrank3,maintenance,income,sex,householdsize,YOB,zipcode,education,children,marriage,enthusiast,SUVbuyer,shanghai,shenzhen,chengdu,usa,mturk
416,2011-8-3 03:58,2011-8-3 04:13,899,1119588,491,1,3,1,5,1,NA,NA,10,16,3,NA,NA,3,2,4,3,3,5,5,5,3,3,5,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,3,9,67,2,12,1,4,48,236000,4,1,1,0,0,0,1,0,0,0
417,2011-8-3 08:55,2011-8-3 09:05,567,1142478,586,1,3,3,6,1,NA,1,10,16,2,NA,1,NA,2,2,1,5,5,5,3,3,3,5,5,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,2,14,19,1,9,2,3,49,518000,4,1,1,0,0,0,1,0,0,0
418,2011-8-3 05:28,2011-8-3 05:37,547,1153162,226,1,3,1,5,1,NA,1,10,16,2,NA,6,NA,2,5,4,5,5,3,3,3,4,4,4,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,2,9,22,2,4,1,1,49,NA,5,1,1,0,0,0,1,0,0,0
419,2011-8-4 05:54,2011-8-4 06:04,598,1155555,440,2,3,3,2,20,锐志,4,4,11,3,NA,NA,1,2,5,4,5,5,4,5,5,4,4,5,1,0,0,0,0,1,2,3,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,1,1,2,14,3,18,1,5,47,518001,5,1,6,0,0,0,1,0,0,0
420,2011-8-4 03:06,2011-8-4 03:20,853,1182631,783,1,2,1,3,1,NA,1,10,16,1,4,NA,NA,2,4,5,5,5,4,4,4,3,5,4,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,20,16,9,1,8,1,3,16,NA,1,2,2,0,0,0,1,0,0,0
421,2011-8-4 06:22,2011-8-4 06:33,696,1187077,212,2,3,1,1,17,天籁,2,6,5,3,NA,NA,8,2,2,3,5,5,3,4,3,4,5,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,19,2,12,3,9,1,2,40,518112,5,1,1,0,0,0,1,0,0,0
422,2011-8-2 06:30,2011-8-2 06:42,706,1188319,854,3,3,1,5,20,CRV-4,2,9,16,3,NA,NA,4,2,4,4,5,5,4,3,3,3,4,4,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,26,46,1,19,1,3,44,518000,5,1,1,0,0,0,1,0,0,0
423,2011-8-4 05:40,2011-8-4 05:51,647,1297690,269,2,3,1,1,3,5,2,1,15,3,NA,NA,8,2,1,2,5,5,5,5,5,5,5,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,2,66,66,1,19,1,1,45,NA,5,1,1,0,0,0,1,0,0,0
424,2011-8-4 04:57,2011-8-4 05:07,637,1335877,559,1,3,1,5,1,NA,2,10,16,2,NA,1,NA,2,3,4,4,5,4,3,4,3,5,4,0,0,0,0,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,9,2,67,2,10,1,3,51,NA,3,1,1,0,0,0,1,0,0,0
425,2011-8-2 03:29,2011-8-2 03:40,679,1423454,638,1,3,1,5,21,高尔夫,1,10,16,1,3,NA,NA,2,4,3,4,4,3,4,5,4,3,3,0,0,0,0,5,1,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,20,21,1,2,3,1,2,46,NA,5,1,1,0,0,0,1,0,0,0
426,2011-8-2 07:24,2011-8-2 07:37,765,1428853,500,1,3,1,5,1,NA,2,2,2,2,NA,1,NA,2,3,4,4,5,4,3,3,3,4,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,5,20,1,15,1,7,42,NA,5,2,2,0,0,0,1,0,0,0
427,2011-8-2 07:38,2011-8-2 07:48,604,1436494,465,1,3,1,5,1,NA,1,10,16,1,3,NA,NA,2,4,2,5,5,5,4,4,4,4,4,0,0,0,0,5,0,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,2,9,3,2,4,1,3,46,474150,5,1,1,0,0,0,1,0,0,0
428,2011-8-3 07:45,2011-8-3 07:56,702,1488383,804,3,3,3,6,20,NA,2,2,15,2,NA,1,NA,2,4,5,5,5,4,5,5,4,5,5,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,5,3,3,6,1,4,45,NA,2,1,1,0,0,0,1,0,0,0
429,2011-8-4 03:23,2011-8-4 03:34,615,1516847,886,3,3,1,5,10,雅阁,2,7,10,3,NA,NA,3,2,3,4,5,5,4,4,4,4,4,4,1,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,19,2,16,1,10,1,4,39,NA,2,1,2,0,0,0,1,0,0,0
430,2011-8-4 05:08,2011-8-4 05:17,575,1556886,999,1,2,1,3,1,NA,1,3,2,3,NA,NA,4,2,3,4,5,5,4,5,4,5,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,9,2,20,1,8,1,5,45,518000,4,1,1,0,0,0,1,0,0,0
431,2011-8-4 02:56,2011-8-4 03:05,541,1599832,691,1,3,1,5,1,NA,1,10,16,1,5,NA,NA,2,4,3,4,5,4,3,4,3,3,5,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14,2,20,3,4,1,4,41,NA,2,2,2,0,0,0,1,0,0,0
432,2012-8-2 08:29,2012-8-2 08:41,737,500883,311,1,2,1,3,1,NA,1,9,15,1,5,NA,NA,2,4,4,4,5,4,4,3,3,5,5,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,20,34,22,4,6,1,5,31,NA,2,2,2,0,0,0,1,0,0,0
433,2012-8-2 06:23,2012-8-2 06:34,613,624309,521,2,3,1,1,11,NA,2,2,5,2,NA,8,NA,2,3,4,3,5,4,5,3,4,4,4,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,1,2,5,1,6,1,4,36,518000,4,2,2,0,0,0,1,0,0,0
434,2012-8-3 03:44,2012-8-3 03:58,889,651436,662,3,3,1,5,20,NA,3,8,13,3,NA,NA,8,2,3,4,5,5,4,5,3,4,4,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,19,9,1,2,1,4,36,NA,1,3,2,0,0,0,1,0,0,0
435,2012-8-3 08:08,2012-8-3 08:20,756,678298,851,1,3,1,5,1,NA,1,9,15,3,NA,NA,3,2,5,5,5,5,5,4,3,3,5,4,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,2,6,3,19,2,4,51,518000,4,1,1,0,0,0,1,0,0,0
436,2012-8-3 07:55,2012-8-3 08:06,612,715333,569,1,3,1,5,1,NA,1,9,15,1,8,NA,NA,2,3,4,5,5,5,5,5,5,5,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,10,19,15,2,19,2,7,45,518173,1,1,1,0,0,0,1,0,0,0
437,2012-8-3 02:28,2012-8-3 02:40,695,734169,285,1,3,1,5,1,NA,1,9,15,2,NA,5,NA,2,3,4,3,4,3,4,5,4,5,5,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,2,21,2,4,1,6,45,NA,5,1,1,0,0,0,1,0,0,0
438,2012-8-2 06:45,2012-8-2 06:57,691,826534,45,3,3,1,5,20,NA,2,2,2,1,3,NA,NA,2,3,4,4,4,5,4,3,4,3,5,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,1,1,2,6,2,7,1,4,32,518000,2,2,2,0,0,0,1,0,0,0
439,2012-8-4 05:25,2012-8-4 05:35,624,834275,80,2,3,1,1,20,卡罗拉,2,4,2,1,1,NA,NA,2,2,1,5,5,2,4,4,4,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,2,1,9,1,2,1,5,44,518000,1,3,2,0,0,0,1,0,0,0
440,2012-8-3 02:41,2012-8-3 02:53,764,886277,502,1,3,1,5,1,NA,1,9,15,2,NA,2,NA,2,3,4,5,5,4,4,3,3,5,4,0,2,3,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,2,19,1,8,1,3,47,518000,5,1,1,0,0,0,1,0,0,0
441,2012-8-2 06:58,2012-8-2 07:09,675,927644,314,1,3,1,5,1,NA,1,9,15,3,NA,NA,1,2,5,5,5,5,5,5,5,1,5,5,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,5,9,23,2,1,1,4,53,518000,2,1,1,0,0,0,1,0,0,0
442,2012-8-2 02:46,2012-8-2 03:01,877,958639,708,1,3,1,5,1,NA,1,9,15,3,NA,NA,1,2,3,4,5,5,4,4,4,4,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,19,3,13,1,2,1,3,45,518000,4,1,1,0,0,0,1,0,0,0
443,2012-8-4 05:04,2012-8-4 05:14,600,993341,2,1,3,1,5,1,NA,1,9,15,3,NA,NA,8,2,5,5,5,5,5,5,3,5,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,1,9,1,1,1,6,42,518000,4,1,1,0,0,0,1,0,0,0
444,2012-8-2 03:51,2012-8-2 04:05,825,1042799,99,1,3,1,5,1,NA,1,9,15,1,1,NA,NA,2,5,4,5,5,5,5,5,5,5,4,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,37,5,33,1,7,2,5,46,233411,4,2,2,0,0,0,1,0,0,0
445,2012-8-3 09:12,2012-8-3 09:21,553,1050753,287,1,3,1,5,1,NA,1,9,15,2,NA,1,NA,2,3,4,4,5,2,3,3,3,3,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,3,16,20,1,4,1,4,44,NA,2,1,1,0,0,0,1,0,0,0
446,2012-8-2 08:07,2012-8-2 08:18,633,1109904,312,1,3,1,5,1,NA,1,9,15,1,1,NA,NA,2,5,4,5,5,3,5,3,3,3,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,1,2,14,1,1,1,3,42,NA,8,1,1,0,0,0,1,0,0,0
447,2012-8-4 03:07,2012-8-4 03:16,572,1140937,734,1,3,1,5,1,NA,1,9,15,1,1,NA,NA,2,3,2,5,5,1,4,NA,NA,NA,NA,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,2,9,2,5,1,4,29,518003,2,2,2,0,0,0,1,0,0,0
448,2012-8-3 07:42,2012-8-3 07:52,587,1150507,829,3,3,1,5,23,f3,2,1,2,3,NA,NA,3,2,4,3,5,5,3,5,3,2,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,2,9,3,5,2,4,36,518003,2,3,2,0,0,0,1,0,0,0
449,2012-8-4 05:56,2012-8-4 06:05,502,1150545,857,1,3,1,5,1,NA,1,9,15,1,1,NA,NA,2,4,3,4,5,4,5,5,5,5,5,0,2,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,1,9,1,2,9,2,3,45,518000,4,1,1,0,0,0,1,0,0,0
450,2012-8-2 07:11,2012-8-2 07:22,684,1160741,149,3,3,1,5,10,NA,2,3,3,2,NA,5,NA,2,2,3,3,4,3,4,4,3,4,4,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,9,21,16,3,6,1,4,21,518000,2,2,2,0,0,0,1,0,0,0
451,2012-8-3 05:59,2012-8-3 06:09,570,1246128,167,3,3,1,5,67,NA,2,2,2,1,8,NA,NA,2,4,4,5,5,4,4,3,3,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,10,12,8,1,7,1,5,44,NA,5,1,1,0,0,0,1,0,0,0
452,2012-8-4 03:23,2012-8-4 03:33,596,1257940,365,1,3,1,5,1,NA,1,9,15,1,5,NA,NA,2,3,4,5,5,5,5,4,4,5,5,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,16,2,5,5,19,1,4,47,NA,4,1,1,0,0,0,1,0,0,0
453,2012-8-3 03:13,2012-8-3 03:29,972,1276361,269,1,3,1,5,1,NA,1,9,15,2,NA,1,NA,2,3,2,4,4,3,3,4,4,4,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,7,19,8,4,7,1,3,48,537300,4,1,1,0,0,0,1,0,0,0
454,2012-8-4 03:35,2012-8-4 03:44,525,1277275,673,1,3,1,5,1,NA,1,9,15,2,NA,7,NA,2,3,4,4,5,3,5,3,3,3,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1,14,3,9,1,4,47,NA,5,1,1,0,0,0,1,0,0,0
455,2012-8-4 04:08,2012-8-4 04:19,668,1338204,717,2,1,1,1,8,福克斯,2,8,1,3,NA,NA,4,2,3,4,5,5,3,2,2,3,4,2,1,0,0,0,0,1,2,3,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,14,1,7,3,16,1,5,38,518000,5,2,2,0,0,0,1,0,0,0
456,2012-8-4 02:32,2012-8-4 02:41,554,1372906,11,3,3,1,5,20,卡罗拉,2,1,2,2,NA,7,NA,2,4,3,5,5,5,5,3,4,5,5,1,2,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,9,13,5,3,6,1,3,41,518000,2,2,2,0,0,0,1,0,0,0
457,2012-8-4 05:43,2012-8-4 05:54,620,1390231,155,1,3,1,5,1,NA,1,9,15,3,NA,NA,2,2,5,5,4,3,2,3,4,2,3,4,1,0,3,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,5,1,10,1,6,52,518033,5,1,1,0,0,0,1,0,0,0
458,2012-8-4 04:50,2012-8-4 05:00,588,1470271,353,2,3,1,1,21,波罗,2,10,16,1,1,NA,NA,2,1,2,5,5,3,5,4,4,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,2,3,1,10,1,3,49,NA,1,1,1,0,0,0,1,0,0,0
459,2012-8-2 08:46,2012-8-2 08:55,579,1528897,253,1,3,1,5,1,NA,1,9,15,2,NA,1,NA,2,4,4,4,5,4,3,3,3,4,4,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,7,10,1,3,1,3,49,518000,4,1,1,0,0,0,1,0,0,0
460,2012-8-4 03:45,2012-8-4 03:56,623,1554896,79,1,3,1,5,1,NA,1,6,15,2,NA,7,NA,2,3,3,5,5,4,4,4,5,5,5,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,5,9,19,1,11,1,4,45,NA,5,1,1,0,0,0,1,0,0,0
461,2012-8-3 06:10,2012-8-3 06:19,535,1556437,930,3,3,1,5,14,NA,2,1,2,2,NA,3,NA,2,4,3,4,5,2,4,3,3,4,4,1,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,1,33,3,2,1,5,52,518000,2,1,1,0,0,0,1,0,0,0
462,2012-8-2 05:44,2012-8-2 05:55,668,1625996,399,1,3,1,5,1,NA,3,10,16,2,NA,8,NA,2,4,3,3,3,3,4,4,3,5,5,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,13,14,20,4,2,1,5,40,NA,5,2,2,0,0,0,1,0,0,0
463,2012-8-3 08:48,2012-8-3 09:01,775,1651745,45,1,3,1,5,1,NA,1,9,15,2,NA,7,NA,2,2,3,4,5,3,4,3,3,4,4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,14,1,2,10,1,4,45,NA,2,1,1,0,0,0,1,0,0,0
464,2012-8-2 03:30,2012-8-2 03:42,709,496849,175,1,3,1,5,1,NA,1,10,16,1,7,NA,NA,2,4,2,5,5,3,4,2,3,4,5,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,1,5,20,2,2,1,4,46,NA,4,1,1,0,0,0,1,0,0,0
465,2012-8-4 03:02,2012-8-4 03:15,823,503300,539,1,3,1,5,1,NA,1,10,16,1,8,NA,NA,2,5,3,5,5,3,4,5,3,4,3,0,0,0,0,5,1,2,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,14,2,4,5,19,1,8,27,NA,5,3,2,0,0,0,1,0,0,0
466,2012-8-2 03:57,2012-8-2 04:09,754,545055,629,1,3,1,5,1,NA,1,10,16,2,NA,4,NA,2,3,2,5,5,4,3,2,3,4,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,1,5,15,2,1,1,4,47,NA,5,1,1,0,0,0,1,0,0,0
467,2012-8-4 03:17,2012-8-4 03:29,714,669985,664,2,4,1,1,17,天籁,2,1,12,3,NA,NA,4,2,4,4,5,5,4,5,3,3,3,3,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,9,19,2,5,19,1,5,33,NA,8,7,6,0,0,0,1,0,0,0
468,2012-8-2 06:27,2012-8-2 06:40,773,736700,597,1,3,1,5,1,NA,1,9,15,3,NA,NA,3,2,3,4,3,5,3,4,4,4,5,4,0,0,0,0,5,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,14,5,10,1,7,21,NA,2,3,2,0,0,0,1,0,0,0
469,2012-8-2 06:43,2012-8-2 06:56,753,777379,171,1,3,1,5,1,NA,1,9,15,2,NA,1,NA,2,3,3,5,5,5,4,4,4,5,5,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,1,9,10,2,15,1,1,38,161000,8,2,2,0,0,0,1,0,0,0
470,2012-8-2 07:17,2012-8-2 07:29,667,839223,620,1,3,1,5,1,NA,1,9,15,2,NA,5,NA,2,4,3,5,5,4,5,4,3,4,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,20,1,2,1,1,1,4,48,NA,2,1,1,0,0,0,1,0,0,0
471,2012-8-4 05:14,2012-8-4 05:25,669,870067,903,2,4,1,1,40,蒙派克,2,8,14,2,NA,5,NA,2,5,5,4,3,3,4,3,3,4,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,2,1,21,5,12,1,3,48,518029,5,2,2,0,0,0,1,0,0,0
472,2012-8-2 07:52,2012-8-2 08:06,848,914429,362,1,3,1,5,1,NA,1,9,15,2,NA,5,NA,2,3,1,2,5,4,4,3,5,2,4,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,2,1,19,1,19,1,8,44,250029,2,1,1,0,0,0,1,0,0,0
473,2012-8-4 05:03,2012-8-4 05:14,616,973281,428,2,3,1,1,17,骐达,2,1,15,3,NA,NA,4,2,5,4,5,5,4,5,3,4,4,4,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,1,20,5,10,1,3,37,NA,3,3,2,0,0,0,1,0,0,0
474,2012-8-3 06:12,2012-8-3 06:26,875,995209,91,1,3,1,5,1,NA,1,9,15,2,NA,1,NA,2,3,2,4,5,4,4,3,4,4,5,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,2,4,2,8,1,4,49,NA,3,1,1,0,0,0,1,0,0,0
475,2012-8-4 05:47,2012-8-4 05:57,560,1054222,18,1,3,1,5,1,NA,1,10,16,3,NA,NA,3,2,4,4,4,5,5,5,3,4,4,4,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,12,4,20,5,8,1,3,45,NA,4,2,2,0,0,0,1,0,0,0
476,2012-8-2 08:28,2012-8-2 08:42,848,1135065,789,1,3,1,5,1,NA,1,9,15,2,NA,1,NA,2,5,3,5,5,4,4,4,3,4,4,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,16,34,19,5,13,1,6,32,NA,4,2,2,0,0,0,1,0,0,0
477,2012-8-3 07:48,2012-8-3 08:05,1030,1240867,403,1,3,1,5,1,NA,2,8,14,3,NA,NA,7,2,3,3,4,5,4,5,4,4,4,3,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,2,8,1,19,1,5,40,524100,2,1,1,0,0,0,1,0,0,0
478,2012-8-2 08:45,2012-8-2 08:57,728,1292093,519,1,3,1,5,1,NA,1,9,15,2,NA,1,NA,2,4,2,4,5,3,4,4,3,5,4,0,0,0,0,5,1,2,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,2,20,1,12,1,4,47,518000,4,1,1,0,0,0,1,0,0,0
479,2012-8-2 06:57,2012-8-2 07:15,1072,1320420,504,1,3,1,5,1,NA,2,2,15,3,NA,NA,1,2,4,3,4,5,3,4,4,4,3,3,1,0,0,4,0,0,2,3,4,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,16,5,10,1,7,1,3,49,417621,2,1,1,0,0,0,1,0,0,0
480,2012-8-2 08:58,2012-8-2 09:10,699,1378068,705,1,3,1,5,1,NA,1,9,15,2,NA,5,NA,2,4,1,5,5,3,3,4,4,3,4,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,21,10,7,3,19,1,4,47,NA,1,1,1,0,0,0,1,0,0,0
481,2012-8-4 02:47,2012-8-4 02:59,744,1425023,518,3,3,1,5,10,锋范,2,1,15,2,NA,4,NA,2,5,3,5,5,4,4,3,2,5,5,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,20,7,19,5,19,2,8,37,NA,3,3,2,0,0,0,1,0,0,0
482,2012-8-3 03:26,2012-8-3 03:41,911,1439314,986,1,3,1,5,1,NA,1,9,15,2,NA,3,NA,2,3,2,5,5,4,5,5,4,4,5,0,0,0,0,5,1,2,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,14,46,2,4,1,4,44,NA,5,1,1,0,0,0,1,0,0,0
483,2012-8-4 02:34,2012-8-4 02:45,683,1446002,518,1,2,1,3,1,NA,2,9,15,3,NA,NA,4,2,5,4,5,5,3,5,4,3,5,5,0,0,0,0,5,1,2,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,3,4,9,2,11,1,5,39,NA,4,2,2,0,0,0,1,0,0,0
484,2012-8-3 08:06,2012-8-3 08:17,641,1462379,207,1,3,1,5,1,NA,1,9,15,1,4,NA,NA,2,5,3,4,5,3,4,3,4,5,3,0,0,0,0,5,0,2,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,19,9,20,3,5,2,1,49,NA,5,1,1,0,0,0,1,0,0,0
485,2012-8-2 03:12,2012-8-2 03:23,639,1473964,238,1,3,1,5,1,NA,1,10,1,2,NA,7,NA,2,3,2,5,5,4,4,4,3,5,4,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,1,3,13,1,4,1,3,47,NA,5,1,1,0,0,0,1,0,0,0
486,2012-8-3 02:52,2012-8-3 03:06,887,1474756,810,1,3,1,5,1,NA,1,9,15,2,NA,5,NA,2,4,4,5,5,5,3,4,4,5,4,0,0,0,0,5,0,2,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,1,1,3,5,2,19,1,4,46,NA,5,1,1,0,0,0,1,0,0,0
487,2012-8-3 03:10,2012-8-3 03:24,880,1521208,260,1,3,1,5,1,NA,2,9,15,2,NA,1,NA,2,4,4,5,5,4,4,3,3,4,4,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,9,1,2,1,10,1,1,48,518000,5,1,1,0,0,0,1,0,0,0
488,2012-8-3 07:27,2012-8-3 07:40,819,1529186,462,1,3,1,5,1,NA,1,9,15,2,NA,6,NA,2,3,2,5,5,4,5,3,4,5,5,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,9,20,1,19,1,3,43,NA,4,1,1,0,0,0,1,0,0,0
489,2012-8-2 02:33,2012-8-2 02:43,636,1555659,372,1,3,1,5,1,NA,1,9,15,1,4,NA,NA,2,3,3,5,5,2,4,4,3,3,4,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,16,22,1,5,1,3,48,NA,3,1,1,0,0,0,1,0,0,0
490,2012-8-2 06:03,2012-8-2 06:14,654,1615915,193,1,3,1,5,1,NA,1,10,16,2,NA,5,NA,2,4,2,5,5,3,4,3,4,5,4,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,2,20,46,1,19,1,8,44,NA,5,1,1,0,0,0,1,0,0,0
491,2012-8-3 08:56,2012-8-3 09:10,828,1619370,909,1,3,1,5,1,NA,1,9,15,3,NA,NA,3,2,5,3,5,5,4,4,4,3,5,5,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,2,3,19,3,7,1,4,39,NA,2,3,2,0,0,0,1,0,0,0
492,2012-8-4 05:57,2012-8-4 06:09,681,1648924,522,2,3,1,1,1,NA,2,2,6,3,NA,NA,3,2,3,5,5,5,5,5,5,5,5,5,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,19,2,1,1,12,1,6,42,518000,4,1,1,0,0,0,1,0,0,0
