X.sys_SequentialRespondentNumber,compcode,workerid,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_InternalRespNum,sys_CBCVersion_CBC,user,mtwid,consent1_1,consent2_1,consent3_1,pastbuyer,futurebuyer,primarybuyer,quota,CarMake,CarModel,VehicleOwnership,dailyvmt,annualvmt,carsizeselect,carimagesmall,carimagemid,carimagelarge,Topcarsmall_1,Topcarsmall_2,Topcarsmall_3,Topcarsmall_4,Topcarsmall_5,Topcarsmall_6,Topcarsmall_7,Topcarsmall_8,Topcarmid_1,Topcarmid_2,Topcarmid_3,Topcarmid_4,Topcarmid_5,Topcarmid_6,Topcarmid_7,Topcarmid_8,Topcarlarge_1,Topcarlarge_2,Topcarlarge_3,Topcarlarge_4,Topcarlarge_5,Topcarlarge_6,Topcarlarge_7,Topcarlarge_8,CBCFIX1,CBCRAN1,CBCRAN2,CBCRAN3,CBCRAN4,CBCRAN5,CBCRAN6,CBCRAN7,CBCRAN8,CBCRAN9,CBCRAN10,CBCRAN11,CBCRAN12,CBCRAN13,CBCRAN14,CBCRAN15,productuseratings_r1,productuseratings_r2,productuseratings_r3,productuseratings_r4,productuseratings_r5,productuseratings_r6,EnvLifeRatings_r1,EnvLifeRatings_r2,EnvLifeRatings_r3,EnvLifeRatings_r4,DrivingTypeExper_1,DrivingTypeExper_2,DrivingTypeExper_3,DrivingTypeExper_4,DrivingTypeExper_5,consideration_1,consideration_2,consideration_3,consideration_4,consideration_5,parkingHomeGarage,parkingHomeStructure,parkingHomeDriveway,parkingHomeStreet,parkingHomeOther,slowchargingaccess_1,slowchargingaccess_2,slowchargingaccess_3,slowchargingaccess_4,slowchargingaccess_5,slowchargingaccess_6,slowchargingaccess_7,slowchargingaccess_8,slowchargingaccess_9,fastchargingaccess,brandrank1,brankrank2,brandrank3,maintenance,income,sex,householdsize,YOB,zipcode,education,children,marriage,sys_RespStatus,sys_DispositionCode,sys_UserAgent,sys_Browser,sys_OperatingSystem,sys_IPAddress,sys_UserJavaScript,comments
158,473258787,A2CL0FY394OC09,9/17/12 15:48,9/17/12 15:53,342,560,167,3f2jk9,NA,NA,1,1,2,4,3,2,7,Grand Caravan,4,4,7,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,2,3,1,1,3,2,1,2,3,2,3,3,5,4,3,4,2,4,1,2,1,1,1,0,0,0,0,1,0,0,0,0,4,1,5,1,1,1,0,0,0,0,0,0,0,0,1,3,8,11,4,6,1,4,41,29617,3,3,2,5,NA,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; .NET4.0E),MSIE 8.0,Windows XP,162.115.236.103,1,
159,846522319,A13VXNGGRI6SAX,9/17/12 17:29,9/17/12 17:41,671,572,179,3f2jk9,NA,NA,1,1,2,3,1,1,4,LaCrosse,3,4,3,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,2,3,2,3,2,2,3,1,1,3,3,1,5,4,5,5,1,5,4,3,4,4,1,2,0,0,0,1,2,3,4,0,1,1,1,1,2,0,0,0,0,0,0,7,0,0,3,11,21,17,1,5,1,2,16,34237,3,1,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,71.243.227.180,1,
160,951827555,A2AYPPLTK9KDSY,9/17/12 18:45,9/17/12 19:02,1018,588,185,3f2jk9,NA,NA,1,1,1,3,1,5,NA,,1,3,4,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,3,1,2,1,3,1,3,3,1,2,2,1,4,4,5,5,4,4,1,4,5,5,1,2,0,0,0,0,2,3,4,0,2,2,2,2,2,1,0,0,0,5,0,7,0,0,3,21,2,10,5,12,1,1,44,37918,3,1,1,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1,Firefox 14.0.1,Windows NT 6.1,59.92.118.141,1,
161,456613093,A2V2LEYR40ONUV,9/17/12 15:20,9/17/12 15:37,1030,555,162,3f2jk9,NA,NA,1,1,3,2,3,4,24,Dodge Durango,3,9,9,1,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,2,3,1,3,2,1,3,1,3,2,3,3,5,4,5,5,1,4,3,2,4,4,1,0,0,0,0,1,2,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,2,11,12,21,3,5,1,3,35,98501,3,2,2,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows NT 6.1,76.121.129.73,1,"This was fun, thanks!"
162,354347374,AACVPG7WVV62W,9/17/12 16:50,9/17/12 16:58,498,567,174,3f2jk9,NA,NA,1,1,3,3,3,6,24,Acura RSX Type S,3,9,8,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,3,3,2,2,2,2,1,2,3,3,3,4,3,5,4,2,NA,4,2,5,NA,1,0,0,0,0,1,2,0,0,0,1,3,3,2,2,0,0,0,0,0,0,0,0,0,2,10,19,8,5,5,1,2,44,76522,3,1,1,5,NA,Mozilla/5.0 (Windows NT 6.1; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows NT 6.1,63.124.119.130,1,"Good survey. Though, you don't have Acura listed as a car brand. I know its just an overpriced Honda, but still!"
163,204953078,A1B5G9IXNRROII,9/18/12 0:43,9/18/12 0:58,910,627,214,3f2jk9,NA,NA,1,1,2,3,3,2,3,540i,3,11,11,3,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,1,2,3,3,1,2,3,1,1,1,1,2,5,4,5,3,1,3,4,3,4,5,1,0,0,0,0,1,2,3,4,0,3,7,5,3,7,1,0,3,4,0,0,0,0,0,3,15,3,6,2,4,1,3,35,46303,3,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,99.136.192.248,1,
164,824416441,A2YBJUX875WR3J,9/18/12 2:42,9/18/12 2:53,665,630,217,3f2jk9,NA,NA,1,1,2,4,3,2,8,Fiesta,4,1,3,1,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,3,3,3,3,2,3,2,1,1,2,1,1,5,4,4,4,1,3,3,3,4,2,1,2,0,0,0,1,2,3,0,0,4,1,6,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,3,11,1,4,51,53095,3,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,"Windows NT 6.1) AppleWebKit/537.1 (KHTML, like Gecko",111.69.224.181,1,
165,648837614,A1UIPPSBHG7ESU,9/17/12 19:14,9/17/12 19:29,887,595,192,3f2jk9,NA,NA,1,1,3,3,3,6,8,Focus,2,4,6,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,3,2,2,2,1,2,1,2,2,3,1,1,4,3,4,4,4,5,4,5,4,5,1,2,0,0,0,0,2,3,4,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,3,11,10,3,5,5,2,3,46,85002,3,2,2,5,NA,Mozilla/5.0 (Windows NT 6.1; rv:14.0) Gecko/20100101 Firefox/14.0.1,Firefox 14.0.1,Windows NT 6.1,68.227.230.133,1,
166,573674668,A1IQ6A5WHATPNY,9/17/12 21:26,9/17/12 21:36,550,608,205,3f2jk9,NA,NA,1,1,3,2,1,3,8,Escort ZX2,2,3,2,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,3,2,3,2,3,1,2,2,2,3,1,1,4,2,3,3,2,3,2,3,3,3,1,2,0,0,0,1,2,3,4,0,3,7,4,3,1,1,0,3,0,0,0,0,0,0,2,8,21,15,3,7,1,1,38,44212,3,1,1,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows NT 6.1,184.56.144.178,1,
167,752897283,A2FUPODRRCESB,9/17/12 20:53,9/17/12 21:07,825,603,200,3f2jk9,NA,NA,1,1,3,2,1,3,24,plymouth voyager,3,2,2,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,1,3,3,3,2,2,3,1,3,2,1,5,5,5,5,3,4,3,3,5,4,1,0,0,0,0,1,2,3,4,0,1,1,3,5,7,0,0,3,0,5,0,0,0,0,3,2,22,19,5,2,2,1,35,80226,5,1,1,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows NT 6.1,69.146.62.18,1,
168,312751111,ANGX5PAAYGL9P,9/17/12 20:05,9/17/12 20:12,454,598,195,3f2jk9,NA,NA,1,1,3,2,1,3,24,XJ6,2,3,2,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,2,2,1,3,1,1,3,1,1,3,2,3,4,2,4,2,1,3,2,1,3,4,1,2,0,0,0,1,2,3,4,0,3,6,5,6,1,1,2,3,4,0,6,7,0,9,NA,2,11,19,2,3,1,3,42,48823,5,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,108.78.129.210,1,
169,413631825,AS8POLJ7KESWY,9/18/12 3:54,9/18/12 4:01,440,634,221,3f2jk9,NA,NA,1,1,3,2,1,3,8,Mustang,2,3,4,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,1,3,3,3,2,3,1,1,2,2,2,1,5,3,4,4,1,5,5,3,4,4,1,0,0,0,0,1,2,0,0,0,2,1,5,3,1,1,0,3,4,0,0,7,8,9,3,10,15,21,5,3,2,2,49,29640,3,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,"Windows NT 6.1) AppleWebKit/537.1 (KHTML, like Gecko",24.197.124.240,1,
170,478450752,A3S6UX7H2AZJ6D,9/17/12 21:16,9/17/12 21:24,471,607,204,3f2jk9,NA,NA,1,1,3,2,1,3,24,Yamaha VStar (motorcycle),2,6,4,1,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,1,2,3,1,1,2,2,2,2,1,2,2,5,2,4,4,1,4,4,2,4,4,1,0,0,0,0,1,2,3,4,0,1,1,3,1,1,0,0,0,0,0,0,0,0,9,3,8,6,11,5,3,2,1,44,78212,7,1,1,5,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Macintosh,67.11.135.38,1,none
171,383876860,A14W79OV7SNWIV,9/17/12 22:47,9/17/12 22:57,588,622,209,3f2jk9,NA,NA,1,1,3,3,1,5,6,Malibu,2,3,2,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,3,2,1,1,1,1,2,2,3,2,3,2,5,4,5,3,1,5,4,2,1,4,1,2,0,0,0,1,2,3,4,0,2,1,3,1,1,1,0,0,0,0,0,0,0,0,2,6,10,3,4,2,1,2,46,48750,3,1,1,5,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Macintosh,174.254.240.74,1,I really liked this survey. It got me thinking about what kind of car I'll be purchasing next year. Thank you.
172,772604941,AVK8TIPSGQRN5,9/17/12 19:08,9/17/12 19:18,628,593,190,3f2jk9,NA,NA,1,1,3,2,3,4,24,Jeep cherokee,2,2,2,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,2,1,3,2,3,1,2,3,1,1,1,1,5,3,5,4,1,4,2,3,4,4,1,0,0,0,0,1,2,3,4,0,1,1,3,6,1,0,0,3,0,0,0,0,0,0,3,22,16,19,4,6,1,2,51,14620,3,1,1,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows NT 6.1,128.151.150.1,1,
173,638915280,A30SHHULN7IMFE,9/17/12 20:37,9/17/12 20:52,864,601,198,3f2jk9,NA,NA,1,1,1,3,1,5,6,Malibu Maxx,2,6,5,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,3,2,1,2,1,1,1,2,1,3,3,3,5,3,4,4,2,2,1,3,4,4,1,0,0,0,0,1,2,3,0,0,2,1,2,2,1,1,0,0,0,0,0,0,0,0,3,6,21,10,4,4,2,1,46,64111,5,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,"Windows NT 6.1) AppleWebKit/537.1 (KHTML, like Gecko",107.197.17.210,1,
174,107875363,A24JC2CF7MMG41,9/17/12 19:05,9/17/12 19:15,640,591,188,3f2jk9,NA,NA,1,1,1,2,3,4,22,Jetta GXL,3,3,2,2,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,1,1,2,2,1,1,3,1,1,5,3,4,5,3,3,1,4,5,4,1,2,3,0,0,1,2,3,4,0,3,6,6,1,2,1,0,3,0,5,6,7,0,0,3,22,9,21,2,1,1,4,50,8020,3,1,1,5,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Macintosh,24.0.170.122,1,
175,432035030,A1RA3IDB93LA13,9/18/12 2:50,9/18/12 2:59,539,631,218,3f2jk9,NA,NA,1,1,3,3,1,5,7,Sebring,3,9,7,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,2,2,1,2,1,1,3,2,2,2,3,1,5,4,5,5,4,3,1,3,4,4,1,0,0,0,0,1,2,3,4,0,3,1,4,1,1,1,0,0,0,0,0,0,0,0,1,7,22,16,5,3,2,2,45,37397,5,1,3,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows NT 6.1,75.136.37.194,1,
176,118461018,A2IFRB051TFFKX,9/17/12 22:25,9/17/12 22:36,701,610,207,3f2jk9,NA,NA,1,1,1,3,1,5,1,,3,11,11,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,3,3,1,3,3,2,2,2,3,1,3,2,5,4,5,5,1,3,2,2,5,5,0,0,0,0,5,1,2,0,0,0,2,1,3,1,7,1,0,0,0,0,0,0,0,0,3,21,3,8,4,7,2,4,49,89031,3,1,1,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows NT 6.1,70.170.44.103,1,The survey was very easy to take and straight forward.
177,374744396,A2FRNSA7RFNINL,9/17/12 23:44,9/17/12 23:55,692,623,210,3f2jk9,NA,NA,1,1,1,2,1,3,NA,,1,5,3,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,1,1,1,2,1,2,1,3,2,3,2,5,5,4,5,3,3,4,3,4,4,0,2,3,0,0,0,2,3,0,0,2,3,2,3,1,1,2,0,0,0,6,0,0,0,2,3,21,22,4,9,1,3,44,1702,5,1,1,5,NA,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.1; .NET CLR 3.0.04506.30; .NET CLR 3.0.04506.648; .NET CLR 3.5.21022),MSIE 7.0,Windows XP,216.75.155.121,1,good study and terms to choose a car
178,214932096,A9EYK0NN6SOBT,9/17/12 20:09,9/17/12 20:25,956,599,196,3f2jk9,NA,NA,1,1,2,3,1,1,2,A4,4,4,1,1,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,1,3,3,1,3,3,2,2,3,3,3,3,4,3,4,4,1,5,5,3,4,4,1,2,0,0,0,1,2,0,0,0,3,1,2,1,1,1,0,0,0,0,0,0,0,0,2,2,17,3,4,9,1,4,53,28092,2,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,67.142.168.140,1,
179,295075839,AAKGUA0OCSLGJ,9/17/12 21:09,9/17/12 21:22,809,606,203,3f2jk9,NA,NA,1,1,3,3,1,5,17,Altima,4,1,1,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,3,1,2,3,2,1,2,1,3,1,1,1,4,3,5,NA,2,5,4,4,5,4,1,0,0,0,0,1,2,3,4,0,1,7,5,3,1,0,0,3,0,0,0,0,0,0,2,10,15,3,2,7,1,3,50,3103,4,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,158.65.177.179,1,
180,635667953,A2X19WQ6ZDDVY4,9/18/12 3:32,9/18/12 3:43,638,633,220,3f2jk9,NA,NA,1,1,3,3,1,5,21,Prius,2,1,1,1,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,1,1,2,3,1,3,1,3,3,3,1,2,4,4,4,4,2,3,4,4,5,5,1,2,0,0,0,1,2,3,4,0,1,1,3,3,1,0,2,0,0,0,0,0,0,0,3,21,3,17,4,7,1,2,45,14850,5,1,2,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows NT 6.1,24.59.124.26,1,
181,807770747,A11T3NSGSKBBFJ,9/18/12 0:07,9/18/12 0:15,506,625,212,3f2jk9,NA,NA,1,1,2,3,3,2,8,Fusian,4,2,1,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,3,1,1,3,3,1,3,1,2,1,2,1,4,2,5,4,3,4,3,3,5,5,1,2,0,0,0,0,2,3,4,0,4,7,5,1,7,1,0,3,0,0,0,0,0,0,2,8,17,21,4,8,1,4,49,43220,3,1,1,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; NP06),MSIE 9.0,Windows NT 6.1,64.93.247.199,1,
182,165199589,AHDYKS7BA96OV,9/17/12 19:31,9/17/12 19:38,458,597,194,3f2jk9,NA,NA,1,1,1,3,3,6,10,Civic,4,6,6,2,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,3,3,3,1,3,3,2,1,3,2,2,2,5,4,5,3,1,2,1,2,5,5,1,2,0,0,0,1,2,3,4,0,1,1,3,6,6,1,0,3,0,0,0,0,0,0,3,10,2,8,2,7,1,4,48,94549,5,1,1,5,NA,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11",Chrome 17.0.963.56,"Windows XP) AppleWebKit/535.11 (KHTML, like Gecko",50.143.188.129,1,I wish electric and hybrid options were more inexpensive. I would love to buy one but they are cost prohibitive.
183,912661535,A39UJID7TK4EOH,9/18/12 0:03,9/18/12 0:15,742,624,211,3f2jk9,NA,NA,1,1,2,3,1,1,2,A4,2,6,10,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,3,1,3,1,1,1,1,2,2,2,3,2,4,2,4,3,1,4,3,2,4,3,1,0,0,0,0,1,2,3,4,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,3,2,10,22,5,5,1,1,49,30004,3,1,1,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows NT 6.1,98.66.231.178,1,
184,195521781,AJT7TERV8N0E2,9/18/12 1:15,9/18/12 1:22,422,628,215,3f2jk9,NA,NA,1,1,2,3,1,1,21,Camry,3,3,3,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,1,1,2,3,3,2,2,1,2,3,2,2,5,4,5,5,2,4,2,3,4,4,1,0,0,0,0,1,2,3,4,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,3,21,10,12,5,6,2,2,44,46038,5,1,1,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows NT 6.1,98.220.167.94,1,This was quite interesting. I enjoyed thinking about all the different attributes of the cards and it made me think about electric or hybrid/electric combos in a new way.
185,110720953,A1AIL15YHGU3QL,9/17/12 20:58,9/17/12 21:09,645,604,201,3f2jk9,NA,NA,1,1,2,4,1,1,24,Acura RSX,2,9,10,3,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,3,3,1,2,1,3,2,1,1,2,3,3,5,5,5,4,1,4,4,4,5,5,1,2,0,0,0,1,2,0,0,0,1,4,1,3,1,0,0,0,0,0,0,0,0,0,2,24,4,15,5,6,2,1,47,20850,5,1,1,5,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Macintosh,98.231.145.44,1,Acura! You don't have a selection for Acuras! I love my little Acura!
186,808450392,AZDVV2QU6ZQXD,9/18/12 2:37,9/18/12 2:49,688,629,216,3f2jk9,NA,NA,1,1,3,2,3,4,8,Focus,4,5,4,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,2,2,1,2,1,1,2,3,1,3,3,1,5,4,4,5,3,5,2,3,4,4,1,0,0,0,0,1,2,0,0,0,3,3,1,1,6,0,0,0,0,0,0,0,0,0,3,15,3,11,1,11,3,3,51,95051,3,1,1,5,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Macintosh,76.103.93.204,1,
187,841062134,A1PFZLTCOWOOOD,9/18/12 3:58,9/18/12 4:07,483,635,222,3f2jk9,NA,NA,1,1,2,3,3,2,10,Accord,2,3,4,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,1,3,1,2,3,3,1,3,2,3,1,5,4,5,5,2,4,4,3,2,3,1,2,0,0,0,1,2,0,0,0,3,1,1,1,1,1,0,0,0,0,0,0,0,0,3,21,10,8,3,11,1,4,38,23233,6,6,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,96.253.70.217,1,
188,101815324,A1QWBB2WRSZC,9/17/12 21:06,9/17/12 21:17,696,605,202,3f2jk9,NA,NA,1,1,3,2,3,4,10,Accord,3,9,5,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,3,1,2,2,3,2,1,1,1,1,1,2,5,4,4,4,1,4,3,3,2,1,1,2,0,0,0,1,2,3,0,0,3,1,3,3,1,1,0,0,0,0,0,0,0,0,2,3,22,8,3,7,1,6,38,93722,5,5,2,5,NA,Mozilla/5.0 (Windows NT 5.1; rv:14.0) Gecko/20100101 Firefox/14.0.1,Firefox 14.0.1,Windows XP,206.169.86.130,1,Range needs to be at least 150 miles for me to genuinely consider a car
